customerID,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Snapshot_Date
7997-EASSD,61,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),81.2,4802.700000000001,2024-04-01
0730-KOAVE,28,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),94.3,2491.0999999999995,2024-04-01
8975-SKGRX,69,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),116.1,8078.3499999999985,2024-04-01
0678-RLHVP,51,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,105.55,5471.15,2024-04-01
4315-MURBD,10,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),98.9,923.15,2024-04-01
2267-FPIMA,48,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),94.4,4726.1,2024-04-01
1051-GEJLJ,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.5,-11.45,2024-04-01
9734-YWGEX,7,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),98.3,726.9000000000001,2024-04-01
2719-BDAQO,15,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,93.85,1437.9500000000005,2024-04-01
5285-MVEHD,54,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),105.6,5857.449999999999,2024-04-01
0379-DJQHR,65,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),81.35,5235.9,2024-04-01
0781-LKXBR,7,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.5,717.6,2024-04-01
5543-QDCRY,2,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,56.4,122.04999999999998,2024-04-01
0297-RBCSG,17,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),65.35,1101.15,2024-04-01
4694-PHWFW,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.95,131.00000000000003,2024-04-01
0835-JKADZ,69,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,111.25,7761.65,2024-04-01
1907-UBQFC,8,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,72.85,542.9499999999999,2024-04-01
7508-SMHXL,13,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),89.0,1110.3,2024-04-01
3865-YIOTT,70,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),106.1,7636.299999999999,2024-04-01
5993-BQHEA,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.05,226.9,2024-04-01
6024-RUGGH,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.2,1748.5,2024-04-01
3956-CJUST,21,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.4,1492.7499999999998,2024-04-01
4079-WWQQQ,70,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),65.55,4676.349999999999,2024-04-01
6103-BOCOU,24,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,80.7,2031.6,2024-04-01
5149-TGWDZ,19,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,104.55,2030.3,2024-04-01
7471-WNSUF,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),24.15,1457.6,2024-04-01
8942-DBMHZ,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.45,214.45,2024-04-01
4301-VVZKA,14,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.4,1038.6,2024-04-01
9199-PWQVC,61,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),79.7,4626.75,2024-04-01
4824-GUCBY,20,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,81.7,1657.5,2024-04-01
5393-HJZSM,30,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),76.3,2251.55,2024-04-01
7074-IEVOJ,1,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.4,46.25,2024-04-01
9625-QSTYE,11,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,81.15,790.0,2024-04-01
0862-PRCBS,66,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),103.75,6831.95,2024-04-01
8812-ZRHFP,28,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Electronic check,86.45,2365.1500000000005,2024-04-01
5146-CBVOE,14,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),75.1,1062.65,2024-04-01
0454-OKRCT,31,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),80.6,2489.9,2024-04-01
5787-KXGIY,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.3,1266.2,2024-04-01
4750-ZRXIU,2,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.6,190.9,2024-04-01
4198-VFOEA,10,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,33.6,368.25,2024-04-01
6630-UJZMY,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,83.25,141.55,2024-04-01
6400-BWQKW,4,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,79.05,276.4,2024-04-01
2692-AQCPF,63,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),108.05,6902.799999999999,2024-04-01
0347-UBKUZ,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.9,280.65000000000003,2024-04-01
0835-DUUIQ,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),21.05,489.44999999999993,2024-04-01
0811-GSDTP,11,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,30.15,321.90000000000003,2024-04-01
7567-ECMCM,22,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),79.85,1841.3,2024-04-01
6115-ZTBFQ,70,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),65.5,4788.7,2024-04-01
6353-BRMMA,52,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.1,5437.599999999999,2024-04-01
6680-WKXRZ,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),74.4,67.0,2024-04-01
6231-WFGFH,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.5,36.6,2024-04-01
9904-EHEVJ,30,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,91.35,2713.8500000000004,2024-04-01
7028-DVOIQ,33,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.05,3197.7,2024-04-01
6169-PPETC,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.5,718.35,2024-04-01
4208-UFFGW,0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.95,-4.75,2024-04-01
8584-KMVXD,6,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,75.6,384.3499999999999,2024-04-01
8467-WYNSR,20,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,55.1,1142.9500000000005,2024-04-01
0851-DFJKB,13,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,58.95,837.2499999999999,2024-04-01
5382-SOYZL,20,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.1,1972.4,2024-04-01
3261-CQXOL,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.45,1762.4499999999998,2024-04-01
8388-FYNPZ,2,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,56.75,131.65,2024-04-01
4002-BQWPQ,23,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),81.75,1865.3,2024-04-01
5651-YLPRD,30,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.1,2551.55,2024-04-01
2826-DXLQO,5,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),29.8,160.84999999999997,2024-04-01
4378-BZYFP,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.5,324.8,2024-04-01
9489-UTFKA,6,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),60.9,430.1500000000001,2024-04-01
4849-PYRLQ,54,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),73.25,3907.7,2024-04-01
9889-TMAHG,6,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),100.3,631.7500000000001,2024-04-01
4541-RMRLG,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.25,73.8,2024-04-01
7764-BDPEE,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.85,18.95,2024-04-01
3429-IFLEM,69,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),77.35,5395.4,2024-04-01
3158-MOERK,0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.0,-17.19999999999999,2024-04-01
5002-GCQFH,47,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),93.85,4545.4,2024-04-01
0556-FJEGU,56,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),70.1,3908.75,2024-04-01
8919-FYFQZ,42,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,30.35,1299.0000000000002,2024-04-01
0604-THJFP,57,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),75.95,4390.450000000001,2024-04-01
2834-JRTUA,69,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,108.05,7316.049999999999,2024-04-01
5879-SESNB,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.25,738.15,2024-04-01
6646-QVXLR,60,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,103.75,6175.85,2024-04-01
6461-PPAXN,33,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),54.95,1806.1,2024-04-01
3318-ISQFQ,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.5,374.0,2024-04-01
1106-HRLKZ,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.6,769.75,2024-04-01
2483-XSSMZ,37,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Electronic check,47.85,1790.7000000000005,2024-04-01
8165-ZJRNM,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.75,1631.75,2024-04-01
9369-XFEHK,31,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.6,2495.3,2024-04-01
2604-XVDAM,10,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),43.8,453.35,2024-04-01
9046-JBFWA,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.15,499.05000000000007,2024-04-01
3280-NMUVX,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.6,639.5999999999999,2024-04-01
1206-EHBDD,54,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),80.3,4353.049999999999,2024-04-01
8361-LBRDI,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.35,1375.15,2024-04-01
4883-KCPZJ,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.25,504.9,2024-04-01
9108-EQPNQ,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),26.1,173.35000000000002,2024-04-01
7277-KAMWT,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.0,228.45,2024-04-01
3842-IYKUE,33,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),85.3,2746.9,2024-04-01
6641-XRPSU,32,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),70.0,2276.1,2024-04-01
1374-DMZUI,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.3,235.85,2024-04-01
2545-LXYVJ,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.7,1450.6999999999998,2024-04-01
3234-VKACU,0,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,70.3,-8.199999999999989,2024-04-01
8357-EQXFO,5,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.35,470.19999999999993,2024-04-01
1989-PRJHP,25,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.5,1742.95,2024-04-01
8120-JDCAM,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.55,145.79999999999995,2024-04-01
8917-FAEMR,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.85,744.55,2024-04-01
7047-YXDMZ,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.0,377.7,2024-04-01
2858-EIMXH,51,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),95.85,4824.549999999999,2024-04-01
9524-EGPJC,16,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,90.1,1432.5500000000002,2024-04-01
6993-OHLXR,0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,68.95,-18.15000000000001,2024-04-01
8818-XYFCQ,30,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.55,3005.55,2024-04-01
6419-ZTTLE,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.75,443.7,2024-04-01
0929-HYQEW,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,50.15,60.54999999999999,2024-04-01
6614-YOLAC,69,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Mailed check,58.65,4027.95,2024-04-01
7426-RHZGU,7,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.9,635.6500000000001,2024-04-01
4695-VADHF,16,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,57.45,875.9499999999999,2024-04-01
3863-IUBJR,10,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Credit card (automatic),53.65,589.0500000000001,2024-04-01
7649-SIJJF,69,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,80.1,5425.199999999999,2024-04-01
9361-YNQWJ,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),24.4,1552.4,2024-04-01
3748-FVMZZ,2,No,No phone service,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,40.05,82.35,2024-04-01
9391-TTOYH,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.5,431.2,2024-04-01
1452-XRSJV,37,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),51.05,1963.9,2024-04-01
3422-WJOYD,26,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Mailed check,54.35,1317.7500000000002,2024-04-01
8242-SOQUO,3,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.7,223.1,2024-04-01
7460-ITWWP,43,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,86.1,3689.25,2024-04-01
7147-AYBAA,35,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.35,2412.2000000000003,2024-04-01
7868-TMWMZ,58,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.0,6448.35,2024-04-01
4822-RVYBB,6,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.6,618.1999999999999,2024-04-01
6732-FZUGP,45,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Credit card (automatic),94.9,4425.450000000001,2024-04-01
8436-BJUMM,24,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,83.75,1903.1,2024-04-01
4184-TJFAN,1,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,88.3,97.15,2024-04-01
8329-GWVPJ,48,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.75,3418.2,2024-04-01
1352-VHKAJ,25,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),71.6,1813.9,2024-04-01
4145-UQXUQ,6,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.1,545.75,2024-04-01
2632-TACXW,-60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.65,1369.4499999999998,2024-04-01
8146-QQKZH,69,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),81.85,5760.699999999999,2024-04-01
1767-CJKBA,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.1,1647.5000000000002,2024-04-01
6445-TNRXS,66,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.7,7620.450000000001,2024-04-01
4581-LNWUM,11,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,49.15,551.1,2024-04-01
4869-EPIUS,54,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,80.9,4395.700000000001,2024-04-01
9948-YPTDG,36,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.45,2854.1500000000005,2024-04-01
1236-WFCDV,12,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),90.45,1085.1999999999998,2024-04-01
1915-OAKWD,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.3,321.75,2024-04-01
7296-PIXQY,12,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.2,906.1,2024-04-01
4883-QICIH,30,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.75,2208.4,2024-04-01
3354-OADJP,6,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),54.25,339.25,2024-04-01
3524-WQDSG,41,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.3,4011.35,2024-04-01
0810-DHDBD,50,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Credit card (automatic),74.0,3729.65,2024-04-01
4026-SKKHW,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,50.25,51.80000000000001,2024-04-01
2829-HYVZP,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.8,532.6000000000001,2024-04-01
1271-SJBGZ,10,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,43.65,439.6500000000001,2024-04-01
3845-JHAMY,14,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),35.5,481.7000000000001,2024-04-01
7013-PSXHK,38,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,80.75,3047.15,2024-04-01
5669-SRAIP,3,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,39.5,131.75,2024-04-01
5981-ITEMU,38,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),97.1,3512.75,2024-04-01
3486-NPGST,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.55,581.6500000000001,2024-04-01
6941-PMGEP,3,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.0,252.5,2024-04-01
1624-WOIWJ,8,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,84.7,662.6499999999999,2024-04-01
2074-GKOWZ,0,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),89.55,6.450000000000017,2024-04-01
0376-YMCJC,21,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,90.6,1762.0000000000002,2024-04-01
6100-FJZDG,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.05,465.8,2024-04-01
4829-ZLJTK,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,112.4,7822.050000000001,2024-04-01
1730-VFMWO,32,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),50.2,1714.9,2024-04-01
7143-BQIBA,8,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),62.25,488.4500000000001,2024-04-01
3800-LYTRK,12,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Mailed check,55.7,683.7499999999999,2024-04-01
0634-SZPQA,21,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),90.05,1989.7,2024-04-01
9646-NMHXE,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.65,933.8,2024-04-01
7030-NJVDP,22,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,89.25,2031.7,2024-04-01
5536-RTPWK,47,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.05,4655.65,2024-04-01
8883-GRDWQ,18,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Mailed check,54.0,947.9,2024-04-01
6166-ILMNY,0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),69.75,5.050000000000011,2024-04-01
3097-NNSPB,0,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),49.05,-7.0,2024-04-01
7771-ZONAT,20,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),56.75,1191.35,2024-04-01
0655-RBDUG,5,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),98.05,516.9000000000001,2024-04-01
4194-WHFCB,57,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),96.65,5387.500000000001,2024-04-01
4121-AGSIN,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),24.5,1448.9,2024-04-01
4361-BKAXE,39,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),114.5,4298.45,2024-04-01
9845-PEEKO,57,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),79.2,4431.950000000001,2024-04-01
0455-XFASS,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.55,61.09999999999998,2024-04-01
0301-KOBTQ,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.05,574.3500000000001,2024-04-01
1751-NCDLI,44,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.85,4367.199999999999,2024-04-01
9878-TNQGW,0,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.95,9.25,2024-04-01
9170-ARBTB,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.6,973.2,2024-04-01
4441-NIHPT,11,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,74.3,791.7500000000001,2024-04-01
